Synonym,Taxon
"Diplonevra sororcula (Van der Wulp, 1871)","Diplonevra florescens (Turton, 1801)"
"Diplonevra versicolor (Schmitz, 1920)","Diplonevra florescens (Turton, 1801)"
"Diplonevra rostralis (Schmitz, 1918)","Diplonevra funebris (Meigen, 1830)"
"Diplonevra parcepilosa Schmitz, 1927","Diplonevra glabra Schmitz, 1927"
"Diplonevra distincta (Egger, 1862)","Diplonevra nitidula (Meigen, 1830)"
"Diplostichus janithrix (Hartig, 1838)","Diplostichus janitrix (Hartig, 1838)"
"Diplostichus tenthredinum Brauer & von Bergenstamm, 1889","Diplostichus janitrix (Hartig, 1838)"
"Dipolydora caulleryi (Mesnil, 1897)","Dipolydora caulleryi Mesnil, 1897"
"Polydora caulleryi Mesnil, 1897","Dipolydora caulleryi Mesnil, 1897"
"Polydora flava Claparede, 1870","Dipolydora flava (Claparede, 1870)"
"Dipturus flossada (Risso, 1826)","Dipturus batis (Linnaeus, 1758)"
"Dipturus intermedia (Parnell, 1837)","Dipturus batis (Linnaeus, 1758)"
"Raja batis Linnaeus, 1758","Dipturus batis (Linnaeus, 1758)"
"Trachyuropoda cordieri Berlese, 1916","Discourella cordieri (Berlese, 1916)"
"Celaeno modesta Leonardi, 1899","Discourella modesta (Leonardi, 1899)"
"Discopoma puella Berlese, 1910","Discourella modesta (Leonardi, 1899)"
"Discourella discopomoides Berlese, 1910","Discourella modesta (Leonardi, 1899)"
"Trichodinychura eucoma Willmann, 1951","Discourella modesta (Leonardi, 1899)"
"Alonella hamatula (Birge, 1910)","Disparalona hamata (Birge, 1879)"
"Phrixura hamata (Birge, 1879)","Disparalona hamata (Birge, 1879)"
"Phrixura leei (Chien, 1970)","Disparalona leei (Chien, 1970)"
"Phrixura rostrata (Koch, 1841)","Disparalona rostrata Koch, 1841"
"Damaeosoma tricarinata Paoli, 1908","Dissorhina ornata (Oudemans, 1900)"
"Protapanteles formosus (Wesmael, 1837)","Distatrix formosa (Wesmael, 1837)"
"Corycaeus anglicus Lubbock, 1857","Ditrichocorycaeus anglicus (Lubbock, 1857)"
"Ditrichophora albifrons (Meigen, 1830)","Ditrichophora palliditarsis (Becker, 1896)"
"Ditropis flavipes (Signoret, 1865)","Ditropsis flavipes (Signoret, 1865)"
"Porricondyla hypoxantha Panelius, 1965","Divellepidosis hypoxantha (Panelius, 1965)"
"Docosia valida Winnertz, 1863","Docosia sciarina (Meigen, 1830)"
"Dohrniphora chlorogastra (Becker, 1901)","Dohrniphora cornuta (Bigot in De la Sagra, 1856)"
"Dolerus thoracicus (Fallen, 1808)","Dolerus blanki Liston, 1995"
"Dolerus taeniatus Zaddach, 1859","Dolerus pachycerus Hartig, 1837"
"Dolerus megapterus Cameron, 1881","Dolerus stygius Forster, 1860"
"Dolichocephala oblongopunctata (Dale, 1878)","Dolichocephala oblongoguttata (Dale, 1878)"
"Dolichocephala novemguttata (Strobl, 1893)","Dolichocephala ocellata (Costa, 1854)"
"Apanteles agilla Nixon, 1972","Dolichogenidea agilla (Nixon, 1972)"
"Apanteles albipennis (Nees, 1834)","Dolichogenidea albipennis (Nees, 1834)"
"Apanteles ate Nixon, 1973","Dolichogenidea ate (Nixon, 1973)"
"Apanteles breviventris (Ratzeburg, 1848)","Dolichogenidea breviventris (Ratzeburg, 1848)"
"Apanteles britannicus Wilkinson, 1941","Dolichogenidea britannica (Wilkinson, 1941)"
"Apanteles cheles Nixon, 1972","Dolichogenidea cheles (Nixon, 1972)"
"Apanteles corvinus Reinhard, 1880","Dolichogenidea corvina (Reinhard, 1880)"
"Apanteles decorus (Haliday, 1834)","Dolichogenidea decora (Haliday, 1834)"
"Apanteles dilectus (Haliday, 1834)","Dolichogenidea dilecta (Haliday, 1834)"
"Apanteles evonymellae (Bouche, 1834)","Dolichogenidea evonymellae (Bouche, 1834)"
"Apanteles faucula Nixon, 1972","Dolichogenidea faucula (Nixon, 1972)"
"Apanteles gracilariae Wilkinson, 1940","Dolichogenidea gracilariae (Wilkinson, 1940)"
"Apanteles immissus Papp, 1977","Dolichogenidea immissa (Papp, 1977)"
"Apanteles imperator Wilkinson, 1939","Dolichogenidea imperator (Wilkinson, 1939)"
"Apanteles infimus (Haliday, 1834)","Dolichogenidea infima (Haliday, 1834)"
"Apanteles lacteicolor Viereck, 1911","Dolichogenidea lacteicolor (Viereck, 1911)"
"Apanteles lacteipennis (Curtis, 1830)","Dolichogenidea lacteipennis (Curtis, 1830)"
"Apanteles laevigatus (Ratzeburg, 1848)","Dolichogenidea laevigata (Ratzeburg, 1848)"
"Apanteles laevigatoides Nixon, 1972","Dolichogenidea laevigatoides (Nixon, 1972)"
"Apanteles lineipes (Wesmael, 1837)","Dolichogenidea lineipes (Wesmael, 1837)"
"Apanteles princeps Wilkinson, 1941","Dolichogenidea princeps (Wilkinson, 1941)"
"Apanteles propinquus Papp, 1975","Dolichogenidea propinqua (Papp, 1975)"
"Apanteles punctiger (Wesmael, 1837)","Dolichogenidea punctiger (Wesmael, 1837)"
"Apanteles sicarius Marshall, 1885","Dolichogenidea sicaria (Marshall, 1885)"
"Apanteles ultor Reinhard, 1880","Dolichogenidea ultor (Reinhard, 1880)"
"Apanteles victor Wilkinson, 1941","Dolichogenidea victor (Wilkinson, 1941)"
"Dolichopeza silvicola Meigen, 1830","Dolichopeza albipes (Strom, 1768)"
"Dolichopeza sylvicola Curtis, 1825","Dolichopeza albipes (Strom, 1768)"
"Dolichopus latelimbatus Macquart, 1827","Dolichopus latilimbatus Macquart, 1827"
"Dolichopus confinis Zetterstedt, 1843","Dolichopus migrans Zetterstedt, 1843"
"Dolichopus discifer Stannius, 1831","Dolichopus nigricornis Meigen, 1824"
"Dolichopus notabilis Zetterstedt, 1843","Dolichopus notatus Staeger, 1842"
"Dolichopus fastuosus Haliday, 1832","Dolichopus picipes Meigen, 1824"
"Dolichopus pennitarsis Fallen, 1823","Dolichopus plumipes (Scopoli, 1963)"
"Dolichopus aemulus Loew, 1859","Dolichopus popularis Wiedemann, 1817"
"Dolichopus argentifer Loew, 1859","Dolichopus signatus Meigen, 1824"
"Dolichopus aeneus (De Geer, 1976)","Dolichopus ungulatus (Linnaeus, 1958)"
"Donacia bicolor Zschach, 1788","Donacia bicolora Zschach, 1788"
"Donacia malinowskyi Ahrens, 1810","Donacia malinovskyi Ahrens, 1810"
"Archidoris pseudoargus (Rapp, 1827)","Doris pseudoargus Rapp, 1827"
"Doros conopseus (Fabricius, 1775)","Doros profuges Harris, 1780"
"Doto coronato (Gmelin, 1791)","Doto coronata (Gmelin, 1791)"
"Doto spinnatifida (Montagu, 1804)","Doto pinnatifida (Montagu, 1804)"
"Drino bimaculata (Hartig, 1838)","Drino inconspicua (Meigen, 1830)"
"Massalongia aceris Rubsaamen, 1921","Drisina glutinosa Giard, 1893"
"Drosophila bilineata Pomini, 1940","Drosophila bifasciata Pomini, 1940"
"Drosophila buscki Coquillett, 1901","Drosophila busckii Coquillett, 1901"
"Drosophila latestriata Becker, 1908","Drosophila cameraria Haliday, 1833"
"Drosophila unistriata Strobl, 1898","Drosophila cameraria Haliday, 1833"
"Drosophila cellaris (Linnaeus, 1758)","Drosophila funebris (Fabricius, 1787)"
"Drosophila lugubris Duda, 1924","Drosophila littoralis Meigen, 1830"
"Drosophila amelophaga Loew, 1862","Drosophila melanogaster Meigen, 1830"
"Drosophila amelophila Loew, 1862","Drosophila melanogaster Meigen, 1830"
"Drosophila fasciata Meigen, 1830","Drosophila melanogaster Meigen, 1830"
"Drosophila obscuroides Pomini, 1940","Drosophila obscura Fallen, 1823"
"Drosophila macularis Villeneuve, 1921","Drosophila picta Zetterstedt, 1847"
"Drosophila silvestris Basden, 1954","Drosophila subsilvestris Hardy & Kaneshiro, 1968"
"Drosophila laeta Zetterstedt, 1847","Drosophila transversa Fallen, 1823"
"Drymeia obscura (Meigen, 1826)","Drymeia hamata (Fallen, 1823)"
"Dendrocopos minor (Linnaeus, 1758)","Dryobates minor (Linnaeus, 1758)"
"Neuroctena analis (Fallen, 1820)","Dryomyza anilis Fallen, 1820"
"Neuroctena anilis (Fallen, 1820)","Dryomyza anilis Fallen, 1820"
"Dryomyza decrepita (Zetterstedt, 1838)","Dryope decrepita Zetterstedt, 1838"
"Dryomyza flaveola (Fabricius, 1794)","Dryope flaveola (Fabricius, 1794)"
"Dubininia dobrevelikovi Vassilev, 1958","Dubininia accipitrina (Trouessart, 1885)"
"Protalges accipitrinus Trouessart, 1885","Dubininia accipitrina (Trouessart, 1885)"
"Dufourea dejeanii Lepeletier, 1841","Dufourea dentiventris (Nylander, 1848)"
"Halictoides dentiventris Nylander, 1848","Dufourea dentiventris (Nylander, 1848)"
"Halictoides inermis Nylander, 1848","Dufourea inermis (Nylander, 1848)"
"Dufourea vulgaris Schenck, 1861","Dufourea minuta Lepeletier, 1841"
"Dynatosoma praeusta (Meigen, 1830)","Dynatosoma fuscicorne (Meigen, 1818)"
"Dyopedos monacantha (Metzger, 1875)","Dyopedos monacanthus (Metzger, 1875)"
"Dyschirius luedersi Wagner, 1915","Dyschirius tristis Stephens, 1827"
"Dysdera crocota Koch, 1838","Dysdera crocata Koch, 1838"
"Dyspetes praerogator (Thomson, 1883)","Dyspetes luteomarginatus Habermeht, 1925"
"Earomyia viridiana (Meigen, 1826)","Earomyia viridana (Meigen, 1826)"
"Misumenops tricuspidatus (Fabricius, 1775)","Ebrechtella tricuspidata (Fabricius, 1775)"
"Eccoptomera excisa Loew, 1862","Eccoptomera obscura (Meigen, 1830)"
"Ecdyonurus fluminum (Pictet, 1843)","Ecdyonurus dispar (Curtis, 1834)"
"Chaetogammarus marinus (Leach, 1815)","Echinogammarus marinus (Leach, 1815)"
"Gammarus marinus Leach, 1815","Echinogammarus marinus (Leach, 1815)"
"Gammarus obtusatus (Dahl, 1938)","Echinogammarus obtusatus (Dahl, 1938)"
"Dermanyssus arcuatus Koch, 1839","Echinonyssus arcuatus (Koch, 1839)"
"Liponyssus isabellinus Oudemans, 1913","Echinonyssus isabellinus (Oudemans, 1913)"
"Ichoronyssus soricis Turk, 1945","Echinonyssus soricis (Turk, 1945)"
"Hirstionyssus talpae Zemskaya, 1955","Echinonyssus talpae (Zemskaya, 1955)"
"Echiodon drummondi Thompson, 1837","Echiodon drummondii (Thompson, 1837)"
"Hydrobia ventrosa (Montagu, 1803)","Ecrobia ventrosa (Montagu, 1803)"
"Paracyclops affinis (Sars, 1863)","Ectocyclops affinis (Sars, 1863)"
"Flabellina pedata (Montagu, 1815)","Edmundsella pedata Montagu, 1815"
"Edwardsiana staminata Ribaut, 1931","Edwardsiana avellanae (Edwards, 1888)"
"Edwardsiana hippocastani Edwards, 1888","Edwardsiana lethierryi (Edwards, 1881)"
"Oribata edwardsi Nicolet, 1855","Edwardzetes edwardsi (Nicolet, 1855)"
"Egle muscaria (Fabricius, 1794)","Egle ciliata (Walker, 1849)"
"Chironomus carbonarius Meigen, 1804","Einfeldia carbonaria (Meigen, 1804)"
"Chironomus dissidens Walker, 1856","Einfeldia dissidens (Walker, 1856)"
"Einfeldia insolita (Kieffer, 1922)","Einfeldia dissidens (Walker, 1856)"
"Einfeldia latidens (Goetghebuer, 1921)","Einfeldia pagana (Meigen, 1838)"
"Electra crustulenta (Pallas, 1766)","Einhornia crustulenta (Pallas, 1766)"
"Tachyura diabrachys (Kolenati, 1845)","Elaphropus diabrachys (Kolenati, 1845)"
"Elaphropus hoemorroidalis (Ponza, 1805)","Elaphropus haemorroidalis (Ponza, 1805)"
"Elgiva rufa (Panzer, 1798)","Elgiva solicita (Harris, 1780)"
"Elipsocus abietis Kolbe, 1880","Elipsocus hyalinus (Stephens, 1836)"
"Elipsocus pallidus Jentsch, 1938","Elipsocus moebiusi Tetens, 1891"
"Elodia cloacellae (Kramer, 1910)","Elodia ambulatoria (Meigen, 1824)"
"Elodia tragica (Meigen, 1824)","Elodia morio (Fallen, 1820)"
"Eloeophila marmorata (Meigen, 1818)","Eloeophila maculata (Meigen, 1804)"
"Eloeophila dahlei (Edwards, 1921)","Eloeophila verralli (Bergroth, 1912)"
"Eloeophila dalei (Edwards, 1921)","Eloeophila verralli (Bergroth, 1912)"
"Eluma caelatum (Miers, 1877)","Eluma caelata (Miers, 1877)"
"Eluma purpurascens Budde-Lund, 1885","Eluma caelata (Miers, 1877)"
"Miliaria calandra (Linnaeus, 1758)","Emberiza calandra Linnaeus, 1758"
"Empis cinerea Zetterstedt, 1855","Empis acinerea Chvala, 1985"
"Empis dasythrix De Meijere, 1918","Empis decora Meigen, 1822"
"Empis bilineata Loew, 1867","Empis digramma Meigen in Gistl, 1835"
"Empis pennaria Fallen, 1816","Empis nigripes Fabricius, 1794"
"Empis vernalis Meigen, 1822","Empis nigripes Fabricius, 1794"
"Empis ignota Meigen, 1830","Empis punctata Meigen, 1804"
"Empis parvula Egger, 1860","Empis scutellata Curtis, 1835"
"Empis nepticula Loew, 1869","Empis sericans Brulle, 1832"
"Empis stigma Meigen, 1838","Empis stercorea Linnaeus, 1761"
"Empis plumipes Zetterstedt, 1842","Empis syrovatkai Chvala, 1985"
"Empria baltica Conde, 1937","Empria pallimacula (Serville, 1823)"
"Empria klugi (Stephens, 1835)","Empria sexpunctata (Serville, 1823)"
"Encarsia schoeversi Smits van Burgst, 1915","Encarsia formosa Gahan, 1924"
"Encarsia shoeversi Smits van Burgst, 1915","Encarsia formosa Gahan, 1924"
"Endochironomus notabilis (Macquart, 1834)","Endochironomus lepidus (Meigen, 1830)"
"Synendotendipes lepidus (Meigen, 1830)","Endochironomus lepidus (Meigen, 1830)"
"Ochthebius exsculptus Germar, 1824","Enicocerus exsculptus (Germar, 1824)"
"Ochthebius gibbosus Germar, 1824","Enicocerus gibbosus (Germar, 1824)"
"Enicospilus tournieri (Vollenhoven, 1879)","Enicospilus merdarius (Gravenhorst, 1829)"
"Eniochthonius grandjeani Van der Hammen, 1952","Eniochthonius minutissimus (Berlese, 1904)"
"Ensis americanus (Gould, 1870)","Ensis leei Huber, 2015"
"Ensis directus (Conrad, 1843)","Ensis leei Huber, 2015"
"Ensis arcuatus (Jeffreys, 1865)","Ensis magnus Schumacher, 1817"
"Derostenus amyclas (Walker, 1839)","Entedon costalis Dalman, 1820"
"Entedon cinereae Erdos, 1961","Entedon incultus Askew, 1991"
"Entedon leucogramma Ratzeburg, 1844","Entedon incultus Askew, 1991"
"Entedon euphorion Walker, 1839","Entedon tibialis (Nees, 1834)"
"Eosentomon ribagai Berlese, 1909","Eosentomon transitorium Berlese, 1908"
"Tipnus unicolor (Piller & Mitterpacher, 1783)","Epauloecus unicolor (Piller & Mitterpacher, 1783)"
"Epeolus glacialis Alfken, 1913","Epeolus alpinus Friese, 1893"
"Epeolus marginatus Bischoff, 1930","Epeolus cruciger (Panzer, 1799)"
"Epeolus rozenburgensis Van Lith, 1949","Epeolus tarsalis Morawitz, 1874"
"Chitonophora krieghoffi Ulmer, 1920","Ephemerella mucronata (Bengtsson, 1908)"
"Ephemerella krieghoffi (Ulmer, 1920)","Ephemerella mucronata (Bengtsson, 1908)"
"Polymitarcys virgo (Olivier, 1791)","Ephoron virgo (Olivier, 1791)"
"Epicrius berlesei Oudemans, 1939","Epicriopsis horrida (Kramer, 1876)"
"Epicrius mollis (Kramer, 1876)","Epicriopsis horrida (Kramer, 1876)"
"Epicrius mollis Berlese, 1887","Epicriopsis horrida (Kramer, 1876)"
"Gamasus horridus Kramer, 1876","Epicriopsis horrida (Kramer, 1876)"
"Gamasus mollis Kramer, 1876","Epicrius mollis (Kramer, 1876)"
"Epicriopsis baloghi Kandil, 1978","Epicriopsis palustris Karg, 1971"
"Epicriopsis langei Livshits & Mitrofanov, 1975","Epicriopsis palustris Karg, 1971"
"Epicrius geometricus Canestrini & Fanzago, 1877","Epicrius mollis (Kramer, 1876)"
"Bufo calamita Laurenti, 1768","Epidalea calamita (Laurenti, 1768)"
"Damaeus glabriseta (Willmann, 1930)","Epidamaeus glabriseta (Willmann, 1930)"
"Epidapus melina (Schmitz, 1915)","Epidapus atomarius (De Geer, 1778)"
"Dermatophagus gallinarum Fiedberger, 1881","Epidermoptes bilobatus Rivolta, 1876"
"Symbiotes avium Caparini, 1880","Epidermoptes bilobatus Rivolta, 1876"
"Epilohmannia verrucosa Jacot, 1934","Epilohmannia cylindrica (Berlese, 1904)"
"Lesseria szanisloi Oudemans, 1917","Epilohmannia cylindrica (Berlese, 1904)"
"Epiphragma pictum (Fabricius, 1798)","Epiphragma ocellare (Linnaeus, 1761)"
"Epistrophe bifasciatus Fabricius, 1794","Epistrophe eligans (Harris, 1780)"
"Epistrophe trifasciatus (Strobl, 1880)","Epistrophe eligans (Harris, 1780)"
"Epistrophe melanostomoides (Strobl, 1880)","Epistrophe melanostoma (Zetterstedt, 1843)"
"Epistrophe similis Doczkal & Schmid, 1994","Epistrophe obscuripes (Strobl, 1910)"
"Meligramma euchroma (Kowarz, 1885)","Epistrophella euchroma (Kowarz, 1885)"
"Epoicocladius flavens (Malloch, 1915)","Epoicocladius ephemerae (Kieffer, 1924)"
"Epuraea abietina Sahlberg, 1889","Epuraea pallescens (Stephens, 1835)"
"Eresus cinnaberinus Van Hasselt, 1879","Eresus sandaliatus (Martini & Goeze, 1778)"
"Eribolus plana (De Meijere, 1918)","Eribolus hungaricus Becker, 1910"
"Eribolus leptomyzoides (De Meijere, 1918)","Eribolus nana (Zetterstedt, 1838)"
"Eribolus sudeticus Becker, 1910","Eribolus nana (Zetterstedt, 1838)"
"Epitetracnemus dendripennis Ratzeburg, 1848","Ericydnus ventralis (Dalman, 1820)"
"Epitetracnemus pictipennis Six, 1867","Ericydnus ventralis (Dalman, 1820)"
"Epitetracnemus zetterstedti Westwood, 1837","Ericydnus ventralis (Dalman, 1820)"
"Erigone capra Simon, 1884","Erigone dentigera Cambridge, 1874"
"Uhleria araucariae Maskell, 1879","Eriococcus araucariae Maskell, 1879"
"Erioconopa ciliaris (Schummel, 1829)","Erioconopa trivialis (Meigen, 1818)"
"Eriophyes paderineus Nalepa, 1909","Eriophyes distinguendus (Kieffer, 1902)"
"Eriophyes rudis Nalepa, 1918","Eriophyes lateannulatus Schulze, 1918"
"Erioptera macrophthalma Loew, 1871","Erioptera divisa (Walker, 1848)"
"Erioptera gemina (Tjeder, 1967)","Erioptera flavata (Westhoff, 1882)"
"Erioptera taenionota Meigen, 1818","Erioptera lutea Meigen, 1804"
"Erioptera meyerei Edwards, 1921","Erioptera meijerei Edwards, 1921"
"Eriothrix lateralis (Fabricius, 1775)","Eriothrix rufomaculata (De Geer, 1775)"
"Eristalinus sepulcralis (Linnaeus, 1758)","Eristalinus sepulchralis (Linnaeus, 1758)"
"Eristalis lucorum Meigen, 1838","Eristalis abusiva Collin, 1931"
"Eristalis lineata (Harris, 1776)","Eristalis horticola (De Geer, 1776)"
"Eristalis furva Verrall, 1901","Eristalis intricaria (Linnaeus, 1758)"
"Eristalis interrupta (Poda, 1761)","Eristalis nemorum (Linnaeus, 1758)"
"Eristalis sylvarum Meigen, 1822","Eristalis nemorum (Linnaeus, 1758)"
"Eristalis pseudorupium Kanervo, 1938","Eristalis obscura Loew, 1866"
"Eristalis vitripennis (Strobl, 1893)","Eristalis obscura Loew, 1866"
"Eristalis pratorum Meigen, 1822","Eristalis similis (Fallen, 1817)"
"Eristalis campestris Meigen, 1822","Eristalis tenax (Linnaeus, 1758)"
"Eristalis hortorum Meigen, 1822","Eristalis tenax (Linnaeus, 1758)"
"Ernestia minor (Nielsen, 1917)","Ernestia laevigata (Meigen, 1838)"
"Ernestia nielseni (Villeneuve, 1921)","Ernestia laevigata (Meigen, 1838)"
"Ernestia strenua (Meigen, 1824)","Ernestia rudis (Fallen, 1810)"
"Ernobius densicornis (Mulsant & Rey, 1863)","Ernobius longicornis (Sturm, 1837)"
"Erycilla rutilla (Rondani, 1859)","Erycilla ferruginea (Meigen, 1824)"
"Erynnia nitida Robineau-Desvoidy, 1830","Erynnia ocypterata (Fallen, 1810)"
"Carpodacus erythrinus (Pallas, 1770)","Erythrina erythrina (Pallas, 1770)"
"Cercion lindenii (Selys, 1840)","Erythromma lindenii (Selys, 1840)"
"Mocuellus metrius (Flor, 1861)","Erzaleus metrius (Flor, 1861)"
"Ethiromyia chalybeus (Wiedemann, 1817)","Ethiromyia chalybea (Wiedemann, 1817)"
"Hercostomus chalybaeus (Wiedemann, 1817)","Ethiromyia chalybea (Wiedemann, 1817)"
"Hercostomus chalybeus (Wiedemann, 1817)","Ethiromyia chalybea (Wiedemann, 1817)"
"Thoralus cranchii (Leach, 1817)","Eualus cranchii (Leach, 1817)"
"Bosmina coregoni Baird, 1857","Eubosmina coregoni (Baird, 1857)"
"Bosmina crassicornis Lilljeborg, 1887","Eubosmina crassicornis (Lilljeborg, 1887)"
"Bosmina longispina Leydig, 1860","Eubosmina longispina (Leydig, 1860)"
"Eucera tuberculata (Fabricius, 1793)","Eucera nigrescens Perez, 1879"
"Opercularella hincksii Hartlaub, 1897","Eucheilota maculata Hartlaub, 1894"
"Callistege mi (Clerck, 1759)","Euclidia mi (Clerck, 1759)"
"Eudendrium tenellum Allman, 1877","Eudendrium capillare Alder, 1856"
"Witlesia pallida (Curtis, 1827)","Eudonia pallida (Curtis, 1827)"
"Eudorylas fascipes (Zetterstedt, 1844)","Eudorylas coloratus (Becker, 1897)"
"Eremaeus major Mihelcic, 1953","Eueremaeus oblongus (Koch, 1835)"
"Eremaeus oblongus Koch, 1836","Eueremaeus oblongus (Koch, 1835)"
"Eremaeus fuguratus Winkler, 1956","Eueremaeus silvestris (Forsslund, 1955)"
"Eremaeus granulatus Mihelcic, 1955","Eueremaeus silvestris (Forsslund, 1955)"
"Parasitus berlesei (Willmann, 1935)","Eugamasus berlesei Willmann, 1935"
"Gamasus crassitarsus Halbert, 1923","Eugamasus crassitarsus (Halbert, 1923)"
"Gamasus magnus Kramer, 1876","Eugamasus magnus (Kramer, 1876)"
"Pisidium casertanum (Poli, 1791)","Euglesa casertana (Poli, 1791)"
"Pisidium conventus Clessin, 1877","Euglesa conventus (Clessin, 1877)"
"Pisidium globulare Clessin, 1873","Euglesa globulare (Clessin, 1873)"
"Pisidium henslowanum (Sheppard, 1823)","Euglesa henslowana (Sheppard, 1823)"
"Pisidium hibernicum Westerlund, 1894","Euglesa hibernica (Westerlund, 1894)"
"Pisidium milium Held, 1836","Euglesa milium (Held, 1836)"
"Pisidium nitidum Jenyns, 1832","Euglesa nitida (Jenyns, 1832)"
"Pisidium obtusale (Lamarck, 1818)","Euglesa obtusalis (Lamarck, 1818)"
"Pisidium personatum Malm, 1855","Euglesa personata (Malm, 1855)"
"Pisidium pseudosphaerium Favre, 1927","Euglesa pseudosphaerium (Favre, 1927)"
"Pisidium pulchellum Jenyns, 1832","Euglesa pulchella (Jenyns, 1832)"
"Pisidium subtruncatum Malm, 1855","Euglesa subtruncata (Malm, 1855)"
"Pisidium supinum Schmidt, 1851","Euglesa supina (Schmidt, 1851)"
"Gamasus stabularis Koch, 1840","Eulaelaps stabularis (Koch, 1840)"
"Laelaps stabularis Koch, 1839","Eulaelaps stabularis (Koch, 1840)"
"Eulalia bilineata (Johnston, 1839)","Eulalia bilineata (Johnston, 1840)"
"Eulalia viridis (Johnston, 1829)","Eulalia viridis (Linnaeus, 1767)"
"Euleia centauriae (Fabricius, 1794)","Euleia heraclei (Linnaeus, 1758)"
"Euleia heracleii (Linnaeus, 1758)","Euleia heraclei (Linnaeus, 1758)"
"Euleia heraclii (Linnaeus, 1758)","Euleia heraclei (Linnaeus, 1758)"
