top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"synonym"	"type_synonym"	"language"	"taxon"	"taxon_nsr_id"	"rank"	
"Slank gordelhorentje"	"isPreferredNameOf"	"Dutch"	"Onoba aculeus (Gould, 1841)"	"0LD7NMRYMN9R"	
"Geribd drijfhorentje"	"isAlternativeNameOf"	"Dutch"	"Onoba semicostata (Montagu, 1803)"	"0AHCYSI11041"	
"Geribd gordelhorentje"	"isPreferredNameOf"	"Dutch"	"Onoba semicostata (Montagu, 1803)"	"0AHCYSI11041"	
"Geribde gordelhoren"	"isAlternativeNameOf"	"Dutch"	"Onoba semicostata (Montagu, 1803)"	"0AHCYSI11041"	
"Gordelslakje"	"isAlternativeNameOf"	"Dutch"	"Onoba semicostata (Montagu, 1803)"	"0AHCYSI11041"	
"Grauwe kortschildkever"	"isPreferredNameOf"	"Dutch"	"Ontholestes tessellatus (Geoffroy, 1785)"	"0AHCYFBXUUZN"	
"Mozaïekroofkever"	"isAlternativeNameOf"	"Dutch"	"Ontholestes tessellatus (Geoffroy, 1785)"	"0AHCYFBXUUZN"	
"Breedhoornmestkever"	"isPreferredNameOf"	"Dutch"	"Onthophagus fracticornis (Preyssler, 1790)"	"0AHCYFBWHMFQ"	
"Breedhorenmestvreter"	"isAlternativeNameOf"	"Dutch"	"Onthophagus fracticornis (Preyssler, 1790)"	"0AHCYFBWHMFQ"	
"Breedhorenpillendraaier"	"isAlternativeNameOf"	"Dutch"	"Onthophagus fracticornis (Preyssler, 1790)"	"0AHCYFBWHMFQ"	
"Hoornmestkever"	"isAlternativeNameOf"	"Dutch"	"Onthophagus fracticornis (Preyssler, 1790)"	"0AHCYFBWHMFQ"	
"Rechthoornpillendraaier"	"isPreferredNameOf"	"Dutch"	"Onthophagus nuchicornis (Linnaeus, 1758)"	"0AHCYFBWHNGJ"	
"Rundermestpillendraaier"	"isPreferredNameOf"	"Dutch"	"Onthophagus taurus (Schreber, 1759)"	"0AHCYFBWHQIY"	
"Hoornmestkever"	"isAlternativeNameOf"	"Dutch"	"Onthophagus vacca (Linnaeus, 1767)"	"0AHCYFBWHRJQ"	
"Koemestpillendraaier"	"isPreferredNameOf"	"Dutch"	"Onthophagus vacca (Linnaeus, 1767)"	"0AHCYFBWHRJQ"	
"Onychiurus granulosus"	"isSynonymSLOf"	"Scientific"	"Onychiuroides granulosus (Stach, 1930)"	"0AHCYSI08067"	
"Onychiurus pseudogranulosus"	"isSynonymSLOf"	"Scientific"	"Onychiuroides pseudogranulosus (Gisin, 1951)"	"02CB238342F3"	
"Aphorura ambulans (Linnaeus, 1758)"	"isSynonymSLOf"	"Scientific"	"Onychiurus ambulans (Linnaeus, 1758)"	"0AHCYSI01626"	
"Lipara ambulans (Linnaeus, 1758)"	"isSynonymSLOf"	"Scientific"	"Onychiurus ambulans (Linnaeus, 1758)"	"0AHCYSI01626"	
"Onychiurus circulans Gisin, 1952"	"isSynonymOf"	"Scientific"	"Onychiurus ambulans (Linnaeus, 1758)"	"0AHCYSI01626"	
"Kleine tanglibel"	"isPreferredNameOf"	"Dutch"	"Onychogomphus forcipatus (Linnaeus, 1758)"	"0AHCYFBZYAZG"	
"Brilstern"	"isPreferredNameOf"	"Dutch"	"Onychoprion anaethetus (Scopoli, 1786)"	"000464942837"	
"Sterna anaethetus Scopoli, 1786"	"isSynonymOf"	"Scientific"	"Onychoprion anaethetus (Scopoli, 1786)"	"000464942837"	
"Bonte stern"	"isPreferredNameOf"	"Dutch"	"Onychoprion fuscatus (Linnaeus, 1766)"	"0750BA0946E5"	
"Zwarte moerasloper"	"isPreferredNameOf"	"Dutch"	"Oodes helopioides (Fabricius, 1792)"	"0AHCYFBRKABO"	
"Huisdwergzesoog"	"isPreferredNameOf"	"Dutch"	"Oonops domesticus De Dalmas, 1916"	"0AHCYFOOPZAN"	
"Gewone dwergzesoog"	"isPreferredNameOf"	"Dutch"	"Oonops pulcher Templeton, 1835"	"0AHCYFOOPZOT"	
"Gekorrelde zwartlijf"	"isPreferredNameOf"	"Dutch"	"Opatrum sabulosum (Linnaeus, 1758)"	"000623374378"	
"Gekorrelde zwartlijfkever"	"isAlternativeNameOf"	"Dutch"	"Opatrum sabulosum (Linnaeus, 1758)"	"000623374378"	
"Gekorrelde zwartlijftor"	"isAlternativeNameOf"	"Dutch"	"Opatrum sabulosum (Linnaeus, 1758)"	"000623374378"	
"Zandzwartlijfkever"	"isAlternativeNameOf"	"Dutch"	"Opatrum sabulosum (Linnaeus, 1758)"	"000623374378"	
"Kleine wintervlinder"	"isPreferredNameOf"	"Dutch"	"Operophtera brumata (Linnaeus, 1758)"	"0AHCYFCKNMAM"	
"Berkenwintervlinder"	"isPreferredNameOf"	"Dutch"	"Operophtera fagata (Scharfenberg, 1805)"	"0AHCYFCKNNTA"	
"Basterdbreedvoet"	"isPreferredNameOf"	"Dutch"	"Opetia nigra Meigen, 1830"	"0AHCYFBJJYQZ"	
"Joelia connexa var. borussica (Sellnick, 1928)"	"isHomonymOf"	"Scientific"	"Ophidiotrichus tectus (Michael, 1884)"	"0UXUGXIQQTLL"	
"Notaspis borussicus Sellnick, 1909"	"isSynonymOf"	"Scientific"	"Ophidiotrichus tectus (Michael, 1884)"	"0UXUGXIQQTLL"	
"Tectoribates connexus var. borussicus Sellnick, 1928"	"isHomonymOf"	"Scientific"	"Ophidiotrichus tectus (Michael, 1884)"	"0UXUGXIQQTLL"	
"Ophidonais serpentina (Müller, 1773)"	"isSynonymSLOf"	"Scientific"	"Ophidonais serpentina (Müller, 1774)"	"0AHCYSI07144"	
"Kleiplatrug"	"isPreferredNameOf"	"Dutch"	"Ophiodesmus albonanus (Latzel, 1895)"	"0AHCYFAOHJSB"	
"Gaffellibel"	"isPreferredNameOf"	"Dutch"	"Ophiogomphus cecilia (Fourcroy, 1785)"	"000464655364"	
"Ophiogomphus serpentinus (Charpentier, 1825)"	"isSynonymOf"	"Scientific"	"Ophiogomphus cecilia (Fourcroy, 1785)"	"000464655364"	
"Leiognathus lacertinus Berlese, 1892"	"isSynonymOf"	"Scientific"	"Ophionyssus lacertinus (Berlese, 1892)"	"06WU559L41WU"	"soort"	
"Dermanyssus natricis Gervais, 1844"	"isSynonymOf"	"Scientific"	"Ophionyssus natricis (Gervais, 1844)"	"0JJV95M5IWVW"	"soort"	
"Ichoronyssus serpentium Hirst, 1915"	"isSynonymOf"	"Scientific"	"Ophionyssus natricis (Gervais, 1844)"	"0JJV95M5IWVW"	"soort"	
"Liponyssus saurarum Oudemans, 1901"	"isSynonymOf"	"Scientific"	"Ophionyssus saurarum (Oudemans, 1901)"	"0K8SY1KSO6I6"	"soort"	
"Macronyssus saurarum (Oudemans, 1901)"	"isSynonymOf"	"Scientific"	"Ophionyssus saurarum (Oudemans, 1901)"	"0K8SY1KSO6I6"	"soort"	
"Oudemansiella saurarum (Oudemans, 1901)"	"isSynonymOf"	"Scientific"	"Ophionyssus saurarum (Oudemans, 1901)"	"0K8SY1KSO6I6"	"soort"	
"Brokkelster"	"isPreferredNameOf"	"Dutch"	"Ophiothrix fragilis (Abildgaard, 1789)"	"0AHCYSI11510"	
"Kleine slangster"	"isPreferredNameOf"	"Dutch"	"Ophiura albida Forbes, 1839"	"0AHCYSI11511"	
"Gewone slangster"	"isPreferredNameOf"	"Dutch"	"Ophiura ophiura (Linnaeus, 1758)"	"0AHCYSI11512"	
"Grote slangster"	"isAlternativeNameOf"	"Dutch"	"Ophiura ophiura (Linnaeus, 1758)"	"0AHCYSI11512"	
"Ophiura texturata Lamarck, 1816"	"isSynonymOf"	"Scientific"	"Ophiura ophiura (Linnaeus, 1758)"	"0AHCYSI11512"	
"Slangster"	"isAlternativeNameOf"	"Dutch"	"Ophiura ophiura (Linnaeus, 1758)"	"0AHCYSI11512"	
"Grote blauwe halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus ardosiacus (Lutshnik, 1922)"	"0AHCYFBRKBYN"	
"Azuurblauwe halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus azureus (Fabricius, 1775)"	"0AHCYFBRKCZG"	
"Duinhalmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus cordatus (Duftschmid, 1812)"	"0AHCYFBRKDZY"	
"Harpalus diffinis (Dejean, 1829)"	"isSynonymOf"	"Scientific"	"Ophonus diffinis Dejean, 1829"	"0AHCYFBRKFAQ"	
"Groene halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus laticollis Mannerheim, 1825"	"0AHCYFBRKGBJ"	
"Ophonus nitidulus Stephens, 1828"	"isSynonymOf"	"Scientific"	"Ophonus laticollis Mannerheim, 1825"	"0AHCYFBRKGBJ"	
"Variabele halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus melletii (Heer, 1837)"	"0AHCYFBRKHCN"	
"Harpalus zigzag auct."	"isSynonymOf"	"Scientific"	"Ophonus parallelus (Dejean, 1829)"	"0C4528C5447A"	
"Rechte halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus parallelus (Dejean, 1829)"	"0C4528C5447A"	
"Slanke halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus puncticeps Stephens, 1828"	"0AHCYFBRKJDY"	
"Gerande halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus puncticollis (Paykull, 1798)"	"0AHCYFBRKKEQ"	
"Gewone halmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus rufibarbis (Fabricius, 1792)"	"0AHCYFBRKLFJ"	
"Rotshalmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus rupicola (Sturm, 1818)"	"0AHCYFBRKMGB"	
"Harpalus rufibarbis auct."	"isSynonymOf"	"Scientific"	"Ophonus schaubergerianus (Puel, 1937)"	"05FBF77F41F8"	
"Ophonus obscurus auct."	"isSynonymOf"	"Scientific"	"Ophonus stictus Stephens, 1828"	"0AHCYFBRKNGU"	
"Zwarthaarhalmklimmer"	"isPreferredNameOf"	"Dutch"	"Ophonus stictus Stephens, 1828"	"0AHCYFBRKNGU"	
"Slanke haakpoot"	"isPreferredNameOf"	"Dutch"	"Ophyiulus pilosus (Newport, 1842)"	"0AHCYFAOGTXQ"	
"Veelhoekaarduil"	"isPreferredNameOf"	"Dutch"	"Opigena polygona (Denis & Schiffermüller, 1775)"	"0AHCYFCMBRYG"	
"Opilio ravennae Spoek, 1962"	"isSynonymOf"	"Scientific"	"Opilio canestrinii (Thorel, 1876)"	"0AHCXIYH0069"	
"Bleekgele mierenkever"	"isAlternativeNameOf"	"Dutch"	"Opilo domesticus (Sturm, 1837)"	"0AHCYFBSOIGU"	
"Bleekgele mierkever"	"isPreferredNameOf"	"Dutch"	"Opilo domesticus (Sturm, 1837)"	"0AHCYFBSOIGU"	
"Bruine rolkever"	"isAlternativeNameOf"	"Dutch"	"Opilo mollis (Linnaeus, 1758)"	"0AHCYFBSOJHN"	
"Zachtharige mierkever"	"isPreferredNameOf"	"Dutch"	"Opilo mollis (Linnaeus, 1758)"	"0AHCYFBSOJHN"	
"Zachtharige opilo"	"isAlternativeNameOf"	"Dutch"	"Opilo mollis (Linnaeus, 1758)"	"0AHCYFBSOJHN"	
"Hagedoornvlinder"	"isPreferredNameOf"	"Dutch"	"Opisthograptis luteolata (Linnaeus, 1758)"	"0AHCYFCKNPUW"	
"Kleine moeraswapenvlieg"	"isPreferredNameOf"	"Dutch"	"Oplodontha viridula (Fabricius, 1775)"	"000457186384"	
"Bananenboorder"	"isPreferredNameOf"	"Dutch"	"Opogona sacchari (Bojer, 1856)"	"0AHCYSI00142"	
"Opomyza nathaliae Egger, 1862"	"isSynonymOf"	"Scientific"	"Opomyza punctata Haliday, 1833"	"0AHCYFBJKTON"	
"Witte oogklepmot"	"isPreferredNameOf"	"Dutch"	"Opostega salaciella (Treitschke, 1833)"	"0AHCYFCMKBWE"	
"Donkere oogklepmot"	"isPreferredNameOf"	"Dutch"	"Opostega spatulella Herrich-Schäffer, 1855"	"0CS5IT2PXP7V"	
"Lauroppia falcata (Paoli, 1908)"	"isSynonymSLOf"	"Scientific"	"Oppiella falcata (Paoli, 1908)"	"0AHCYSI10455"	
"Damaeosoma falcatum maritima Willmann, 1929"	"isSynonymOf"	"Scientific"	"Oppiella maritima (Willmann, 1929)"	"0EQZ23A8SMC6"	
"Oppia fissurata Hammer, 1952"	"isSynonymOf"	"Scientific"	"Oppiella maritima (Willmann, 1929)"	"0EQZ23A8SMC6"	
"Damaeosoma corrugatum Berlese, 1904"	"isSynonymOf"	"Scientific"	"Oppiella nova (Oudemans, 1902)"	"0AHCYSI10463"	
"Notaspis sculptis Warburton & Pearce, 1905"	"isSynonymOf"	"Scientific"	"Oppiella nova (Oudemans, 1902)"	"0AHCYSI10463"	
"Groene boktor"	"isAlternativeNameOf"	"Dutch"	"Opsilia coerulescens (Scopoli, 1763)"	"0AHCYFBRRUJZ"	
"Phytoecia coerulescens (Scopoli, 1763)"	"isSynonymOf"	"Scientific"	"Opsilia coerulescens (Scopoli, 1763)"	"0AHCYFBRRUJZ"	
"Slangenkruidboktor"	"isPreferredNameOf"	"Dutch"	"Opsilia coerulescens (Scopoli, 1763)"	"0AHCYFBRRUJZ"	
"Orbinia latreilli (Audouin & Milne Edwards, 1833)"	"isMisspelledNameOf"	"Scientific"	"Orbinia latreillii (Audouin & Milne Edwards, 1833)"	"0WQ61EU8PC50"	
"Orbinia Orbinia sertulata (Savigny, 1820)"	"isSynonymOf"	"Scientific"	"Orbinia sertulata (Savigny, 1820)"	"03FH1CNA4G7O"	
"Orchesella villosa atrofrontalis Stach, 1930"	"isSynonymOf"	"Scientific"	"Orchesella quinquefasciata (Bourlet, 1842)"	"0AHCYSI01620"	
"Blinkende springkever"	"isPreferredNameOf"	"Dutch"	"Orchesia micans (Panzer, 1793)"	"0AHCYFBVJHDG"	
"Rhynchaenus alni (Linnaeus, 1758)"	"isSynonymOf"	"Scientific"	"Orchestes alni (Linnaeus, 1758)"	"0AHCYFBTPLHX"	
"Rhynchaenus rufus (Schrank, 1781)"	"isSynonymOf"	"Scientific"	"Orchestes betuleti (Panzer, 1795)"	"0AHCYFBTPSNI"	
"Rhynchaenus calceatus (Germar, 1821)"	"isSynonymOf"	"Scientific"	"Orchestes calceatus (Germar, 1821)"	"0AHCYFBTPMIP"	
"Rhynchaenus erythropus (Germar, 1821)"	"isSynonymOf"	"Scientific"	"Orchestes erythropus (Germar, 1821)"	"0AHCYFBTPNJT"	
"Beukenspintkever"	"isAlternativeNameOf"	"Dutch"	"Orchestes fagi (Linnaeus, 1758)"	"0AHCYFBTPOKM"	
"Beukenspringkever"	"isPreferredNameOf"	"Dutch"	"Orchestes fagi (Linnaeus, 1758)"	"0AHCYFBTPOKM"	
"Beukenspringsnuitkever"	"isAlternativeNameOf"	"Dutch"	"Orchestes fagi (Linnaeus, 1758)"	"0AHCYFBTPOKM"	
"Beukenspringsnuittor"	"isAlternativeNameOf"	"Dutch"	"Orchestes fagi (Linnaeus, 1758)"	"0AHCYFBTPOKM"	
"Beukespringkever"	"isAlternativeNameOf"	"Dutch"	"Orchestes fagi (Linnaeus, 1758)"	"0AHCYFBTPOKM"	
"Rhynchaenus fagi (Linnaeus, 1758)"	"isSynonymOf"	"Scientific"	"Orchestes fagi (Linnaeus, 1758)"	"0AHCYFBTPOKM"	
"Rhynchaenus signifer (Creutzer, 1799)"	"isSynonymOf"	"Scientific"	"Orchestes hortorum (Fabricius, 1793)"	"0AHCYFBTPUOS"	
"Rhynchaenus jota (Fabricius, 1787)"	"isSynonymOf"	"Scientific"	"Orchestes iota (Fabricius, 1787)"	"0AHCYFBTPPLE"	
"Rhynchaenus pilosus (Fabricius, 1781)"	"isSynonymOf"	"Scientific"	"Orchestes pilosus (Fabricius, 1781)"	"0AHCYFBTPQLX"	
"Eikenspringkever"	"isPreferredNameOf"	"Dutch"	"Orchestes quercus (Linnaeus, 1758)"	"0AHCYFBTPRMP"	
"Eikenspringsnuitkever"	"isAlternativeNameOf"	"Dutch"	"Orchestes quercus (Linnaeus, 1758)"	"0AHCYFBTPRMP"	
"Eikenspringsnuittor"	"isAlternativeNameOf"	"Dutch"	"Orchestes quercus (Linnaeus, 1758)"	"0AHCYFBTPRMP"	
"Eikespringkever"	"isAlternativeNameOf"	"Dutch"	"Orchestes quercus (Linnaeus, 1758)"	"0AHCYFBTPRMP"	
"Rhynchaenus quercus (Linnaeus, 1758)"	"isSynonymOf"	"Scientific"	"Orchestes quercus (Linnaeus, 1758)"	"0AHCYFBTPRMP"	
"Springsnuittor"	"isAlternativeNameOf"	"Dutch"	"Orchestes quercus (Linnaeus, 1758)"	"0AHCYFBTPRMP"	
"Rhynchaenus rusci (Herbst, 1795)"	"isSynonymOf"	"Scientific"	"Orchestes rusci (Herbst, 1795)"	"0AHCYFBTPTOA"	
"Orchestes alni auct."	"isSynonymOf"	"Scientific"	"Orchestes testaceus (Müller, 1776)"	"0AHCYFBTPVPL"	
"Rhynchaenus testaceus (Müller, 1776)"	"isSynonymOf"	"Scientific"	"Orchestes testaceus (Müller, 1776)"	"0AHCYFBTPVPL"	
"Orca"	"isAlternativeNameOf"	"Dutch"	"Orcinus orca (Linnaeus, 1758)"	"000465032136"	
"Orka"	"isPreferredNameOf"	"Dutch"	"Orcinus orca (Linnaeus, 1758)"	"000465032136"	
"Zwaardwalvis"	"isAlternativeNameOf"	"Dutch"	"Orcinus orca (Linnaeus, 1758)"	"000465032136"	
"Behaarde draaitor"	"isAlternativeNameOf"	"Dutch"	"Orectochilus villosus (Müller, 1776)"	"0AHCYFBUMXXB"	
"Harig schrijvertje"	"isPreferredNameOf"	"Dutch"	"Orectochilus villosus (Müller, 1776)"	"0AHCYFBUMXXB"	
"Viltige draaitorretje"	"isAlternativeNameOf"	"Dutch"	"Orectochilus villosus (Müller, 1776)"	"0AHCYFBUMXXB"	
"Blauwe berggoudhaan"	"isPreferredNameOf"	"Dutch"	"Oreina caerulea (Olivier, 1790)"	"0186F22D4835"	
"Oreina rugulosa (Suffrian, 1851)"	"isSynonymOf"	"Scientific"	"Oreina caerulea (Olivier, 1790)"	"0186F22D4835"	
"Sanmark's beektorretje"	"isPreferredNameOf"	"Dutch"	"Oreodytes sanmarkii (Sahlberg, 1826)"	"0AHCYFBUDPUD"	
"Orfelia basalis (Winnertz, 1863)"	"isSynonymOf"	"Scientific"	"Orfelia bicolor (Macquart, 1826)"	"0AHCYFBHQCVP"	
"Orfelia tristis (Lundström, 1911)"	"isSynonymOf"	"Scientific"	"Orfelia lugubris (Zetterstedt, 1851)"	"0BFA4E2D4BFE"	
"Orfelia cincta (Winnertz, 1863)"	"isSynonymOf"	"Scientific"	"Orfelia nemoralis (Meigen, 1818)"	"0AHCYFBHQKAP"	
"Orfelia flavipes (Meigen, 1818)"	"isSynonymOf"	"Scientific"	"Orfelia nemoralis (Meigen, 1818)"	"0AHCYFBHQKAP"	
"Orfelia nana (Macquart, 1826)"	"isSynonymOf"	"Scientific"	"Orfelia nemoralis (Meigen, 1818)"	"0AHCYFBHQKAP"	
"Orfelia succincta (Meigen, 1838)"	"isSynonymOf"	"Scientific"	"Orfelia nemoralis (Meigen, 1818)"	"0AHCYFBHQKAP"	
"Orfelia infuscata (Winnertz, 1863)"	"isSynonymOf"	"Scientific"	"Orfelia nigricornis (Fabricius, 1805)"	"0AHCYFBHQLBH"	
"Witvlakvlinder"	"isPreferredNameOf"	"Dutch"	"Orgyia antiqua (Linnaeus, 1758)"	"0AHCYSI00120"	
"Heidewitvlakvlinder"	"isPreferredNameOf"	"Dutch"	"Orgyia antiquoides (Hübner, 1822)"	"0AHCYSI00124"	
"Hoekstipvlinder"	"isPreferredNameOf"	"Dutch"	"Orgyia recens (Hübner, 1819)"	"0AHCYSI00121"	
"Oribatella decumana Berlese, 1910"	"isSynonymOf"	"Scientific"	"Oribatella calcarata (Koch, 1835)"	"0J7I96Q797A6"	
"Oribatella meridionalis Berlese, 1908"	"isSynonymOf"	"Scientific"	"Oribatella superbula (Berlese, 1904)"	"0LT4DKO13EBY"	
"Oribatella willmanni (Subias & Gil-Martin, 1995)"	"isSynonymOf"	"Scientific"	"Oribatella superbula (Berlese, 1904)"	"0LT4DKO13EBY"	
"Xenillus limburgiensis Oudemans, 1912"	"isSynonymOf"	"Scientific"	"Oribella pectinata (Michael, 1885)"	"0FEFN7MZBKPT"	
"Oosterse mozaïekdwergcicade"	"isPreferredNameOf"	"Dutch"	"Orientus ishidae (Matsumura, 1902)"	"012AGL73TXNL"	
"Wielewaal"	"isPreferredNameOf"	"Dutch"	"Oriolus oriolus (Linnaeus, 1758)"	"000464944175"	
"Ormosia cornuta (De Meijere, 1918)"	"isSynonymOf"	"Scientific"	"Ormosia bicornis (De Meijere, 1920)"	"0AHCYFBIBEAR"	
"Ormosia uncinata (De Meijere, 1918)"	"isSynonymOf"	"Scientific"	"Ormosia hederae (Curtis, 1835)"	"0AHCYFBIBIDN"	
"Polynema longula Förster, 1847"	"isSynonymOf"	"Scientific"	"Ormyrus pomaceus (Geoffroy, 1785)"	"0AHCYFBAPDDM"	
"Polynema pulla Förster, 1847"	"isSynonymOf"	"Scientific"	"Ormyrus pomaceus (Geoffroy, 1785)"	"0AHCYFBAPDDM"	
"Ornithomya viridis Latreille, 1805"	"isSynonymOf"	"Scientific"	"Ornithomya avicularia (Linnaeus, 1758)"	"0AHCYFBHHERH"	
"Bdellonyssus bacoti (Hirst, 1913)"	"isSynonymOf"	"Scientific"	"Ornithonyssus bacoti (Hirst, 1913)"	"0XL4OG5K82IQ"	"soort"	
"Hirstionyssus musculi Domrow, 1963"	"isSynonymOf"	"Scientific"	"Ornithonyssus bacoti (Hirst, 1913)"	"0XL4OG5K82IQ"	"soort"	
"Leiognathus bacoti Hirst, 1913"	"isSynonymOf"	"Scientific"	"Ornithonyssus bacoti (Hirst, 1913)"	"0XL4OG5K82IQ"	"soort"	
"Cryptonyssus pavlovskii Radovsky, 1969"	"isSynonymOf"	"Scientific"	"Ornithonyssus pipistrelli (Oudemans, 1903)"	"05L2DWQ92Z6U"	"soort"	
"Liponyssus pipistrelli Oudemans, 1903"	"isSynonymOf"	"Scientific"	"Ornithonyssus pipistrelli (Oudemans, 1903)"	"05L2DWQ92Z6U"	"soort"	
"Macronyssus pipistrelli (Oudemans, 1903)"	"isSynonymOf"	"Scientific"	"Ornithonyssus pipistrelli (Oudemans, 1903)"	"05L2DWQ92Z6U"	"soort"	
"Dermanyssus sylviarum Canestrini & Fanzago, 1877"	"isSynonymOf"	"Scientific"	"Ornithonyssus sylviarum (Canestrini & Fanzago, 1877)"	"0AHCYSI10558"	"soort"	
"Fonsecaonyssus sylviarum (Canestrini & Fanzago, 1877)"	"isSynonymOf"	"Scientific"	"Ornithonyssus sylviarum (Canestrini & Fanzago, 1877)"	"0AHCYSI10558"	"soort"	
"Viooltjessnuitkever"	"isPreferredNameOf"	"Dutch"	"Orobitis cyanea (Linnaeus, 1758)"	"0AHCYFBTLVEL"	
"Kersengoudhaantje"	"isPreferredNameOf"	"Dutch"	"Orsodacne cerasi (Linnaeus, 1758)"	"0AHCYFBSIFVT"	
"Lasioseius berlesei Westerboer, 1963"	"isSynonymOf"	"Scientific"	"Orthadenella lawrencei (Evans, 1957)"	"0AEPLR5TU8XM"	"soort"	
"Lasioseius frondeus Karg, 1965"	"isSynonymOf"	"Scientific"	"Orthadenella lawrencei (Evans, 1957)"	"0AEPLR5TU8XM"	"soort"	
"Neojordensia lawrencei Evans, 1957"	"isSynonymOf"	"Scientific"	"Orthadenella lawrencei (Evans, 1957)"	"0AEPLR5TU8XM"	"soort"	
"Orthagoriscicola muricata (Krøyer, 1837)"	"isMisspelledNameOf"	"Scientific"	"Orthagoriscicola muricaus (Krøyer, 1837)"	"0QGHGJ8OWN62"	
"Zuidelijke oeverlibel"	"isPreferredNameOf"	"Dutch"	"Orthetrum brunneum (Fonscolombe, 1837)"	"000464655370"	
"Gewone oeverlibel"	"isPreferredNameOf"	"Dutch"	"Orthetrum cancellatum (Linnaeus, 1758)"	"000464655376"	
"Beekoeverlibel"	"isPreferredNameOf"	"Dutch"	"Orthetrum coerulescens (Fabricius, 1798)"	"000464655382"	
"Zwarte knotssprietkever"	"isPreferredNameOf"	"Dutch"	"Orthocerus clavicornis (Linnaeus, 1758)"	"0AHCYFBSTCBS"	
"Comasinus setiger (Beck, 1817)"	"isSynonymOf"	"Scientific"	"Orthochaetes setiger (Beck, 1817)"	"0AHCYFBTDLKY"	
"Halarachne attenuata Banks, 1910"	"isSynonymOf"	"Scientific"	"Orthohalarachne attenuata (Banks, 1910)"	"08YAV4BQZGTS"	"soort"	
"Halarachne reflexa Tubb, 1937"	"isSynonymOf"	"Scientific"	"Orthohalarachne attenuata (Banks, 1910)"	"08YAV4BQZGTS"	"soort"	
"Halarachne diminuata Doetschman, 1944"	"isSynonymOf"	"Scientific"	"Orthohalarachne diminuata (Doetschman, 1944)"	"0KR1VA8P3UPI"	"soort"	
"Berkenlichtmot"	"isPreferredNameOf"	"Dutch"	"Ortholepis betulae (Goeze, 1778)"	"0AHCYFCMPYLW"	
"Moeraswalstrospanner"	"isPreferredNameOf"	"Dutch"	"Orthonama vittata (Borkhausen, 1794)"	"0AHCYFCKNRWH"	
"Bosglimmer"	"isPreferredNameOf"	"Dutch"	"Orthonevra brevicornis (Loew, 1843)"	"0AHCYFBMLHVR"	
"Vroege glimmer"	"isPreferredNameOf"	"Dutch"	"Orthonevra geniculata (Meigen, 1830)"	"0AHCYFBMLJFH"	
"Veenglimmer"	"isPreferredNameOf"	"Dutch"	"Orthonevra intermedia Lundbeck, 1916"	"0AHCYFBMLKKL"	
"Zomerse glimmer"	"isPreferredNameOf"	"Dutch"	"Orthonevra nobilis (Fallén, 1817)"	"0AHCYFBMLLLE"	
"Onychiurus folsomi"	"isSynonymSLOf"	"Scientific"	"Orthonychiurus folsomi (Schäffer, 1900)"	"0AHCYSI08070"	
"Orthoperus coriaceus auct."	"isSynonymOf"	"Scientific"	"Orthoperus pilosiusculus Jacquelin du Val, 1859"	"0AHCYFBSTPCM"	
"Orthoperus punctulatus Reitter, 1876"	"isSynonymOf"	"Scientific"	"Orthoperus rogeri Kraatz, 1874"	"0AHCYFBSTPYT"	
"Peenzaadwants"	"isPreferredNameOf"	"Dutch"	"Orthops campestris (Linnaeus, 1758)"	"0AHCYSICOQUV"	
"Tweestreepvoorjaarsuil"	"isPreferredNameOf"	"Dutch"	"Orthosia cerasi (Fabricius, 1775)"	"0AHCYFCMBTVF"	
"Kleine voorjaarsuil"	"isPreferredNameOf"	"Dutch"	"Orthosia cruda (Denis & Schiffermüller, 1775)"	"0AHCYFCMBUVX"	
"Nunvlinder"	"isPreferredNameOf"	"Dutch"	"Orthosia gothica (Linnaeus, 1758)"	"0AHCYFCMBVWQ"	
"Sierlijke voorjaarsuil"	"isPreferredNameOf"	"Dutch"	"Orthosia gracilis (Denis & Schiffermüller, 1775)"	"0AHCYFCMBWXI"	
"Variabele voorjaarsuil"	"isPreferredNameOf"	"Dutch"	"Orthosia incerta (Hufnagel, 1766)"	"0AHCYFCMBXYM"	
"Eikenvoorjaarsuil"	"isPreferredNameOf"	"Dutch"	"Orthosia miniosa (Denis & Schiffermüller, 1775)"	"0AHCYFCMBYZE"	
"Bandvoorjaarsuil"	"isPreferredNameOf"	"Dutch"	"Orthosia opima (Hübner, 1809)"	"0AHCYFCMBZZX"	
"Populierenvoorjaarsuil"	"isPreferredNameOf"	"Dutch"	"Orthosia populeti (Fabricius, 1775)"	"0AHCYFCMCBAP"	
